list_name,name,label,label::Arabic,Filter,X6
District_MCNA,al.kahla,Al Kahla,,Missan,
District_MCNA,al.mahmoudiya,Al Mahmoudiya,,Missan,
District_MCNA,al.mejar.al.kabir,Al Mejar Al Kabir,,Missan,
District_MCNA,qalat.saleh,Qalat Saleh,,Missan,
District_MCNA,al.khidhir,Al Khidhir,,Muthanna,
District_MCNA,al.rumaitha,Al Rumaitha,,Muthanna,
District_MCNA,al.salman,Al Salman,,Muthanna,
District_MCNA,al.samawa,Al Samawa,,Muthanna,
District_MCNA,al.kufa,Al Kufa,,Najaf,
District_MCNA,al.mahmoudiya,Al Mahmoudiya,,Najaf,
District_MCNA,al.najaf,Al Najaf,,Najaf,
District_MCNA,akre,Akre,,Ninewa,
District_MCNA,al.ba.aj,Al Ba'aj,,Ninewa,
District_MCNA,al.hamdaniya,Al Hamdaniya,,Ninewa,
District_MCNA,al.hatra,Al Hatra,,Ninewa,
District_MCNA,al.mosul,Al Mosul,,Ninewa,
District_MCNA,sheikhan,Sheikhan,,Ninewa,
District_MCNA,sinjar,Sinjar,,Ninewa,
District_MCNA,tel.afar,Tel Afar,,Ninewa,
District_MCNA,tilkaef,Tilkaef,,Ninewa,
District_MCNA,afaq,Afaq,,Qadissiya,
District_MCNA,al.diwaniya,Al Diwaniya,,Qadissiya,
District_MCNA,al.hamza,Al Hamza,,Qadissiya,
District_MCNA,al.shamiya,Al Shamiya,,Qadissiya,
District_MCNA,baiji,Baiji,,Salah_al_Din,
District_MCNA,balad,Balad,,Salah_al_Din,
District_MCNA,al.daur,Al Daur,,Salah_al_Din,
District_MCNA,samarra,Samarra,,Salah_al_Din,
District_MCNA,al.shirqat,Al Shirqat,,Salah_al_Din,
District_MCNA,tikrit,Tikrit,,Salah_al_Din,
District_MCNA,tuz,Tuz,,Salah_al_Din,
District_MCNA,chamchamal,Chamchamal,,Sulaymaniyah,
District_MCNA,darbandihkan,Darbandihkan,,Sulaymaniyah,
District_MCNA,dokan,Dokan,,Sulaymaniyah,
District_MCNA,halabja,Halabja,,Sulaymaniyah,
District_MCNA,kalar,Kalar,,Sulaymaniyah,
District_MCNA,penjwin,Penjwin,,Sulaymaniyah,
District_MCNA,pshdar,Pshdar,,Sulaymaniyah,
District_MCNA,rania,Rania,,Sulaymaniyah,
District_MCNA,sharbazher,Sharbazher,,Sulaymaniyah,
District_MCNA,al.sulaymaniya,Al Sulaymaniya,,Sulaymaniyah,
District_MCNA,al.chibayish,Al Chibayish,,Thi_Qar,
District_MCNA,nassriya,Nassriya,,Thi_Qar,
District_MCNA,al.rifai,Al Rifai,,Thi_Qar,
District_MCNA,al.shatra,Al Shatra,,Thi_Qar,
District_MCNA,suq.al.shoyokh,Suq Al Shoyokh,,Thi_Qar,
District_MCNA,badra,Badra,,Wassit,
District_MCNA,al.hai,Al Hai,,Wassit,
District_MCNA,al.kut,Al Kut,,Wassit,
District_MCNA,al.namaniya,Al Namaniya,,Wassit,
District_MCNA,al.suwaira,Al Suwaira,,Wassit,
,,,,,
Yes_No,yes,Yes,???,,
Yes_No,no,No,??,,
,,,,,
Sex,male,Male,???,,
Sex,female,Female,????,,
,,,,,
hh_type,host,Host community,??????? (????? ?? ??????? ??????? ??????? ????? ??????),,
hh_type,idp,IDP,???????? ( ????? ?????? ??????? ??????? ????? ??????),,
hh_type,returnee,Returnee,???????? (????? ????? ?????? ??? ??????? ??????? ??? ??????),,
,,,,,
intention,remain,Remain in current location,?????? ?? ?????? ??????,,
intention,return,Return to area of origin,?????? ??? ????? ?????,,
intention,move_inside_iraq,Move to another location - inside Iraq,???????? ??? ???? ??? ( ???? ??????),,
intention,move_outside_iraq,Move to another location - outside Iraq,???????? ??? ???? ??? ( ???? ??????),,
intention,wait_to_decide,Do not know - waiting to make a decision,?? ???? <U+0096> ???????? ??? ????? ??????,,
,,,,,
intention_nonidp,remain,Remain in current location,?????? ?? ?????? ??????,,
intention_nonidp,move_inside_iraq,Move to another location - inside Iraq,???????? ??? ???? ??? ( ???? ??????),,
intention_nonidp,move_outside_iraq,Move to another location - outside Iraq,???????? ??? ???? ??? ( ???? ??????),,
intention_nonidp,wait_to_decide,Do not know - waiting to make a decision,?? ???? <U+0096> ???????? ??? ????? ??????,,
,,,,,
reasons_return,security_stable,Security situation in area of origin is stable,????? ?????? ????? ?? ????? ??????,,
reasons_return,uxo,Area of origin was cleared of explosive hazards,?? ??? ??????? ?????? ?? ???? ???????,,
reasons_return,other_members_returned,Other family / community members have returned,????? ?????? ?? ??????? ??????? ?? ????? ??????? ??? ????? ??????,,
reasons_return,livelihood_availability_there,Livelihood options are available there,?????? ??????? ????? ????,,
reasons_return,basic_services_availability,Basic services (water, electricity, health, education, etc.) are available in the area of origin,????? ??????? ???????? ?? ????? ?????? ?? ???? ??????? ???? ?????? ??????,,
reasons_return,emotional_desire,Emotional desire to return,?????? ???????? ???????,,
reasons_return,secure_house_land,Necessary to secure personal housing, land and property,????? ????? ?????? ?????? ?????? ??????????,,
reasons_return,limited_livelihood_opportunities,Limited livelihood opportunities in area of displacement,??????? ??? ??????? ???????? ?? ????? ??????,,
reasons_return,limited_services,Limited services in area of displacement,????? ?????? ?? ????? ??????,,
reasons_return,no_safe_in_area_of_displace,Do not feel safe in area of displacement,??? ?????? ??????? ?? ????? ??????,,
reasons_return,no_integrated_in_area_of_displace,Do not feel integrated in the area of displacement,??? ?????? ????????? ?? ????? ??????,,
reasons_return,facing_eviction,Facing eviction in the area of displacement,?????? ??????? ?? ????? ??????,,
reasons_return,forced_security,Forced to return by security actors or civilian authoritis,????? ??? ?????? ?? ??? ?????? ??????? ?? ??????? ???????,,
reasons_return,fam_released,Family member released from detention,???? ??? ????? ??????? ?? ???????? ?? ?????,,
,,,,,
ox8ul79,fear_trauma,Security concerns: Fear/trauma associated with returning to place of origin,????? / ?????? ???????? ??????? ??? ????? ??????,,
ox8ul79,lack_of_security_forces,Security concerns: Lack of security forces,??? ?? ?????? ???????,,
ox8ul79,presence_of_mines,Security concerns: Presence of explosive hazards (mines, bombs, IEDs),????? ?????: ???? ???? ?????? ????? ( ???????? ???????? ????? ??????),,
ox8ul79,desicrimination,Security concerns: Fear of discrimination,????? ?????:????? ?? ???????,,
ox8ul79,movement_restrictions,Movement restrictions (do not have proper paperwork to relocate),???? ?? ??????( ?? ???? ??????? ?? ????????? ??????? ?????),,
ox8ul79,no_personal_id,No personal identification documents,?? ???? ???????? ?? ????? ?????,,
ox8ul79,no_transport_to_return,No transportation available to return home,??? ???? ????????? ?????? ??? ????? ??????,,
ox8ul79,no_financial_money_to_return,No financial means to return and restart,??? ???? ????? ????? ?????? ?????? ?? ????,,
ox8ul79,lack_livelihood_generating_income,Lack of livelihood/income generating activities in AoO,??? ?? ??? ??? ????? / ??????? ?????? ?????,,
ox8ul79,house_damaged_destroyed,House has been damaged/destroyed,?????? ???? / ?? ??????,,
ox8ul79,house_land_occupied,House/land is currently occupied,?????? ?? ????? ????? ?? ??? ?????,,
ox8ul79,legal_ownership_issues,Legal ownership issues surrounding house and property,????? ??????? ????????? ??????? ??????? ??????????,,
ox8ul79,hh_assets_stolen_damaged,Household assets have been damaged/stolen,????? ?????? ?? ?????? ?? ???? ?? ??? ??????,,
ox8ul79,local_markets_not_working,Local markets are not functioning,??????? ??????? ?? ????,,
ox8ul79,basic_services_not_enough,Basic services in the area of origin are not enough/available (electricity, water, health),??? ????? ??????? ???????? ?? ????? ?????? ?? ?????? ???? ????,,
ox8ul79,lack_of_education_oppotunities,Lack of education opportunities for children in the area of origin,??? ???? ??? ??????? ??????? ?? ??????? ???????,,
ox8ul79,immediate_family_wont_return,Immediate family and network will not return,?? ???? ????? ??????? ????????? ?? ?? ??? ?? ??? ????? ????????,,
ox8ul79,health_conditions,Health condition does not allow me to leave the area of displacement,????? ????? ?? ???? ??????? ????? ??????,,
ox8ul79,children_enrolled_in_displacement,Children enrolled at school in the area of displacement,?? ????? ??????? ?? ????? ????? ??????,,
ox8ul79,living_conditions_better,Living conditions are better in the area of displacement,?? ?????? ???????? ?? ???? ?? ????? ??????,,
ox8ul79,do_not_know,Do not know,?? ????,,
ox8ul79,decline_to_answer,Decline to answer,???? ??? ???????,,
,,,,,
places,Health_facility,Health facility,?? ???? ???,,
places,Women_center,Women center,?? ???? ????,,
places,MOLSA_DOLSA,Ministry/Directorate of Labour and Social Affairs (MoLSA/DoLSA),?? ????? / ????? ????? ??????? ??????????,,
places,private_lawyer,Private lawyer or humanitarian legal assistance partner,?? ????? ??? ?? ???? ???????? ????????? ?????????,,
places,do_not_know,Do not know,?? ????,,
places,decline_to_answer,Decline to answer,???? ??? ???????,,
places,other,Other (Enter Text),????,,
,,,,,
WGSS,no_difficulty,No difficulty,?? ???? ?????,,
WGSS,some_difficulty,Yes, some difficulty,???? ??? ?? ???????,,
WGSS,a_lot_of_difficulty,Yes, a lot of difficulty,???? ?????? ?????,,
WGSS,cannot_do_at_all,Cannot do at all,?? ?????? ?????? ???? ???????,,
,,,,,
why_difficulty,distance,Distance,,,
why_difficulty,costs,Costs,,,
why_difficulty,inaccessible_environment,Inaccessible environment,,,
why_difficulty,stigma,Stigma,,,
why_difficulty,non-adapted_services,Non-adapted services,,,
why_difficulty,other,Other,,,
,,,,,
food_source,voucher_pds,Purchased with food vouchers / PDS,???? ?? ????? ?????? , ?? ??????? ????????? ,.....,,
food_source,cash,Purchased with own cash,???? ???? ?? ????? ?????,,
food_source,cash_assistance,Purchased with cash assistance,???? ?? ????????? ???????,,
food_source,inkind_labour,Received in-kind for labour or other items,???? ??????? ?????? ????? ????? ?????,,
food_source,food_assistance_gov,food assistance from government,?????? ?????? ?? ???????,,
food_source,credit,Purchased on credit (debt),?????? ??????,,
food_source,gifts_family_friends,Gift of food from family or friends,????? ?? ??? ????? ?? ????????,,
food_source,own_production,Own Production (including hunting, fishing, gathering),??????? ????? ???????? _ ?????? ?? ??????? ????? ??? ????? ?????? ???? ???????),,
food_source,aid_un_ngo_assistance,Food assistance from UN or international organisations,????????? ???????? ?? ??? ????????  ?? ????? ???????,,
food_source,begging,Begging,??????,,
food_source,stealing,Food assistance from local charity or community,??????? ?????? ?? ???????? ??????? ??????? ?? ??????? ??????,,
food_source,other,Other,????,,
,,,,,
YNDD,yes,Yes,???,,
YNDD,no,No,???,,
YNDD,do_not_know,Do not know,?? ????,,
YNDD,decline_to_answer,Decline to answer,???? ??? ???????,,
,,,,,
freq,once_aweek,Once a week,??? ????????,,
freq,every_2_weeks,Once every other week,??? ?? ???????,,
freq,once_amonth,Once a month,??? ??????,,
freq,every_2_3_months,Once every 2-3 months,??? ?? 2-3 ????,,
,,,,,
pds_items,Wheat_Flour,Wheat Flour,????,,
pds_items,Vegetable_oil,Vegetable oil,??? ?????,,
pds_items,Fuel,Fuel,???,,
pds_items,Sugar,Sugar,???,,
pds_items,Rice,Rice,???? / ??,,
pds_items,Powder_milk,Powder milk,???? ???? ( ?????),,
pds_items,other,Other,????,,
,,,,,
distance,within_2km,Within 2 km,??? ????? 2 ??,,
distance,between_2km_5km,Between 2-5 km away,??? 2 ??? 5 ??,,
distance,more_than5kmaway,More than 5 km away,???? ????? ?? 5 ??,,
distance,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
distance,do_not_know,Don't know of a functioning health center,?? ???? ????? ???? ??? ????,,
,,,,,
distance_h,within_2km,Within 2 km,??? ????? 2 ??,,
distance_h,between_2km_5km,Between 2-5 km away,??? 2 ??? 5 ??,,
distance_h,between_6km_10km,Between 6-10 km away,??? 6 ??? 10 ??,,
distance_h,more_10km,More than 10 km away,????? ????? ?? 10 ??,,
distance_h,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
distance_h,do_not_know,Do not know of a functioning hospital,?? ???? ????? ???? ????,,
,,,,,
management1,same_provider,Same provider as for the whole family,????? ????? ???????? ???????,,
management1,different_private_clinic,A different private clinic,????? ???? ??????,,
management1,different_public_facility,A different public health facility (clinic or hospital),????? ???? ???? ?????? ( ????? ?? ???? ???),,
management1,different_INGO,A different international organization,????? ????? ?????? ( ????? ???????? ?????? ?????? ???????? ????? ??? ????),,
management1,different_local_ngo,A different Local organization,?????? ????? ?????? ( ???? ????? ? ???????),,
management1,do_not_know,Do not know,?? ????,,
management1,other,Other,????,,
,,,,,
YND,yes,Yes,???,,
YND,no,No,???,,
YND,do_not_know,Do not know,?? ????,,
,,,,,
water_source,network_private,Piped water into compound,,,
water_source,network_comm,Piped water connected to public tap,,,
water_source,dug_well,Borehole,,,
water_source,water_trucking,Protected well,,,
water_source,river_spring,Protected rainwater tank,,,
water_source,shop,Protected spring,,,
water_source,network_private,Bottled water,,,
water_source,network_comm,Water Trucking,,,
water_source,dug_well,Illegal connection to piped network,,,
water_source,water_trucking,Unprotected rainwater tank,,,
water_source,river_spring,Unprotected well,,,
water_source,shop,Unprotected spring,,,
water_source,water_trucking,Surface water without pre-treatment (river, dam, lake, pond, stream, canal),,,
water_source,other,Other,????,,
,,,,,
safer_drinking,not_necessary,No treatment necessary,?? ????? ????????? (???????),,
safer_drinking,Boiling,Boiling Water,??? ?????,,
safer_drinking,hh_filter,HH filter (Ceramic, biosand filter, cloth filter, home made filter with stones and cotton, Other______),??????? ??????? (??????),,
safer_drinking,Chlorination,Chlorination,????? ??????,,
safer_drinking,other,Other,????,,
,,,,,
why_safer_drinking,not_clear,The water is not clear,?? ????? ????????? (???????),,
why_safer_drinking,tastes_unpleasant,The water tastes unpleasant,??? ?????,,
why_safer_drinking,smells_unpleasant,The water smells unpleasant,????? ??????,,
why_safer_drinking,other,None of the above,????,,
,,,,,
waste_disposal,collected,Collected by municipality,??? ??????? ?? ??? ???????,,
waste_disposal,communal_bin,Communal garbage bin,????? ????? ????? ???,,
waste_disposal,rubbish_pit,Rubbish Pit,???? ???????,,
waste_disposal,burning,Burning,??? ???????,,
waste_disposal,throw_in_street,Throw in street / open space,??? ?? ?????? / ????? ??????,,
waste_disposal,other,Other,????,,
,,,,,
waste_disposal_freq,every_day,Every day,?? ???,,
waste_disposal_freq,every_week,Every week,?? ?????,,
waste_disposal_freq,every_2_weeks,Every two weeks,?? ???????,,
waste_disposal_freq,every_month,Every month,?? ???,,
waste_disposal_freq,more_than_monthly,More than every month,???? ?? ??? ????,,
waste_disposal_freq,not_available,Service not available,?????? ??? ?????,,
,,,,,
latrines,public,Public latrines,???????? ????,,
latrines,communal,Communal latrines,???????? ??????,,
latrines,private,Private latrines,???????? ????,,
latrines,self_made,Self-made,,,
latrines,none,No latrines,?? ???? ????????,,
,,,,,
latrines_use,yes_everyone,Yes, everyone in my household,,,
latrines_use,yes_not_everyone,Yes, but not everyone (either women or children not comfortable using it),,,
latrines_use,no_no_one,No, no one,,,
,,,,,
latrine_types,improved_flush,Flush latrine to a tank / sewer system / pit,,,
latrine_types,improved_pit,Pit latrine - covered / with slab,,,
latrine_types,unimproved_flush,Flush latrine to the open,,,
latrine_types,unimproved_pit,Pit latrine - open / without slab,,,
,,,,,
latrine_maintenance,household,Household / community,,,
latrine_maintenance,contracted,Contracted vendor,,,
latrine_maintenance,not_maintained,The toilet is not maintained,,,
,,,,,
shower,public,Public shower,,,
shower,communal,Communal shower,,,
shower,private,Private shower,,,
shower,self_made,Self-made,,,
shower,none,No shower,,,
,,,,,
hygiene_items_receiving,distribution,Distribution,,,
hygiene_items_receiving,market,Market,,,
,,,,,
hygiene_practices,hand_washing,Critical times to wash hands,,,
hygiene_practices,water_handling,Water handling and storage,,,
hygiene_practices,water_treatment,Water treatment,,,
hygiene_practices,waste_disposal,Waste disposal,,,
hygiene_practices,personal_hygiene,Personal and domestic hygiene,,,
hygiene_practices,none,None of the above,,,
,,,,,
settlement_type,informal_site,Informal / spontaneous site,???? ??? ???? / ????,,
settlement_type,collective_center,Collective center,???? ????,,
settlement_type,residential_housing,Residential housing,???? ????? (???? ??? ????? ?????? ),,
settlement_type,built_environment,Built environment (not for Residential purposes),???? ????? ( ???? ???? ?????),,
,,,,,
shelter_type,House,House,????,,
shelter_type,Apartment,Apartment,???,,
shelter_type,Hotel,Hotel,????,,
shelter_type,Unfinished_Abandoned_building,Unfinished building or abandoned residentional building,???? ??? ????? ?? ?????,,
shelter_type,damaged_building,Damaged residential building,???? ???? ?????,,
shelter_type,Tent,Tent,????,,
shelter_type,religious_building,Religious building,???? ????,,
shelter_type,public_building,Public building ( school, etc),???? ??? ( ????? ??????),,
shelter_type,Container,Container,???????,,
shelter_type,non_residential,Non-Residential structure (garage, farm House, shop),???? ??? ????? ( ????? ???? ?? ???? ??? ?????),,
shelter_type,makeshift_shelter,Makeshift shelter (with scavenged materials),???? ???? ?? ???????,,
shelter_type,RHU,Residential Housing Unit,,,
shelter_type,other,Other,???? (???),,
,,,,,
eviction,lack_funds,Lack of funds to pay rental costs,??? ??????? ???? ?????? ???????,,
eviction,no_longer_hosted,Host family no longer able to host our family,?? ??? ??????? ??????? ????? ??? ??????? ???????,,
eviction,unaccepted_by_community,Local community does not accept our family living in the area,??????? ?????? ?? ???? ???????? ????? ?? ???????,,
eviction,authorities_request,Authorities requested our household to leave,???? ??????? ?? ?????? ????????,,
eviction,owner_request,Request to vacate from owner of building/land,??? ????? ?? ???? ?????? / ?????,,
eviction,other,Other,????,,
,,,,,
agreement,no_agreement,No tenancy agreement,?? ???? ????? ????? ?? ???,,
agreement,written_not_expired,Written valid tenancy agreement (not expired),??????? ????? ?????? ????? (?? ???? ????????),,
agreement,written_expired,Written valid tenancy agreement (expired),??????? ????? ?????? ?????? ????????,,
agreement,verbal_agreement,Verbal tenancy agreement,????? ????? ????,,
agreement,own_house,We own the house,??? ???? ??????,,
agreement,do_not_know,Do not know,?? ????,,
,,,,,
nfi_needs,Bedding_items,Bedding items (bedsheets, pillows),???????? ????? (????? ??????? ? ???????),,
nfi_needs,Mattresses_Sleeping_mats,Mattresses/Sleeping mats,?????,,
nfi_needs,Blankets,Blankets,???????,,
nfi_needs,Cooking_utensils_kitchen_set,Cooking utensils/kitchen set,????? ????? / ?????? ??????,,
nfi_needs,Cooking_fuel,Cooking fuel,???? ?????,,
nfi_needs,Cooking_stove,Cooking stove,??? ?????,,
nfi_needs,Water_storage,Water storage,???? ????,,
nfi_needs,Source_of_light,Source of light,???? ?????,,
nfi_needs,Clothing,Clothing,?????,,
nfi_needs,Fan,Fan,?????,,
nfi_needs,AWC,Air water cooler,?????? ???? ??? ????? ( ???? ),,
nfi_needs,Cool_box,Cool box,????? ??????? (?????),,
nfi_needs,Winter_heaters,Winter heaters/stove,?????? ????? / ????,,
nfi_needs,Heating_fuel,Heating fuel,???? ???????,,
nfi_needs,Fuel_storage,Fuel storage,???? ??????,,
nfi_needs,none,None of the above,????? ??? ???,,
nfi_needs,other,Other,????,,
,,,,,
place,within_2km,Within 2 km,??? ????? 2 ??,,
place,between_2_5,Between 2-5 km,?? 2 ??? 5 ??,,
place,more_than5kmaway,More than 5 km,???? ????? ?? 5 ??,,
place,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
place,do_not_know,Do not know of a functioning primary school,?? ???? ????? ????? ???????? ????,,
,,,,,
place1,within_2km,Within 2 km,??? ????? 2 ??,,
place1,between_2_5,Between 2-5 km,?? 2 ??? 5 ??,,
place1,between_6_10,Between 6-10 km,???? ????? ?? 5 ??,,
place1,more_than5kmaway,More than 10 km away,,,
place1,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
place1,do_not_know,Don't know of a functioning secondary school,?? ???? ????? ????? ?????? ????,,
,,,,,
condition,Completely_destroyed,Completely destroyed,????? ???????,,
condition,Contains_explosive_hazards,Contains explosive hazards,????? ??? ???? ?????? ?????,,
condition,Ocupied_by_IDPs,Ocupied by IDPs,?????? ?? ??? ????????,,
condition,Ocupied_by_armed_groups,Ocupied by armed groups,?????? ?? ??? ????????? ???????,,
condition,Partially_damaged_but_functional,Partially damaged but functional,??? ???? ???? ??????? ????,,
condition,Fully_functional,Fully functional - not damaged or occupied,???? ???? ??? ( ??? ?????? ?? ??????),,
condition,do_not_know,I Do not know the condition,?? ???? ?? ??? ???????,,
,,,,,
livelihood_type,Savings,Savings,????? ????????,,
livelihood_type,Employment,Employment,????? / ???????,,
livelihood_type,Remittences,Remittences,????????? / ????????,,
livelihood_type,Retirement_pension,Retirement fund or pension,????? ??????? ?? ???? ?????,,
livelihood_type,Selling_assets,Selling household assets,??? ???? ??????,,
livelihood_type,Selling_assistance_received,Selling assistance received,??? ???????? ????????,,
livelihood_type,Loans_debts,Loans, debts,???? ?? ????,,
livelihood_type,MODM_cash_assistance,MODM cash assistance,???????? ??????? ?? ????? ?????? ?????????,,
livelihood_type,Support_from_community,Support from community, friends, family,??? ?? ??????? ?? ???????? ?? ???????,,
livelihood_type,NGO_charity_assistance,NGO or charity assistance,??????? ????? ?? ????? ??? ??????,,
livelihood_type,Social_service,Social service (disability allowance),????? ???????? ( ???? ?????? ????...),,
livelihood_type,illegal_activity,Illegal or socially degrading activities (e.g. unlawful sales, begging, etc.),??????? ??? ????????? ?? ??????? ????????? (??? ???? ?????? ? ???????? ??? ?????????? ?? ?????? ? ??? ??? ???),,
livelihood_type,other,Other,????,,
,,,,,
employment,Agriculture,Agriculture,?? ???? ???????,,
employment,Construction,Construction,?? ???? ??????,,
employment,service_industry,Service industry (Janitor, waiter, etc),???? ??????? ?????? ???????? (?????, ????.????.???),,
employment,vocational_carpenter,Vocational (carpenter, electrician, plumber, or other professional),????? ????? ( ???? ?? ??????? ??????? ?? ??? ???? ????),,
employment,teacher_lawyer_engineer,Teacher, lawyer, engineer,????? ?? ????? ?? ?????,,
employment,public_security_official,Public security official (police, military, etc.),???? ????? ????? (????? ??????? ?????? ?????? ?????????? ??????????..),,
employment,taxi_or_truck,Taxi or truck driver,??????? ( ???? ????/????? ?????...),,
employment,small_business_owner,Small business owner,???? ????? ?????,,
employment,government_Job_not,Government Job (not otherwise listed),????? ?????? ( ??? ???????? ??? ????????),,
employment,home_based_income,Home-based income-generating activity (sewing, shoe repair, small agricultural activity (garden, beekeeping, etc.)),?????? ????? ????? ?????? ??? ?????? (??????? ? ????? ??????? ? ?????? ??????? ?????? (??????? ? ????? ????? ? ???)),,
employment,other,Other,????,,
,,,,,
reasons_for_debt,basic_hh_expenditure,Basic household expenditures (rent, utilities),????? ?????? ???????? ( ?????? ????? ????),,
reasons_for_debt,health,Healthcare,?????? ????,,
reasons_for_debt,Food,Food,????,,
reasons_for_debt,Education,Education,???????,,
reasons_for_debt,Clothing,Clothing or NFIs,?????,,
reasons_for_debt,purchase_pro_assets,Purchasing productive assets for small business or income-generating activities,????? ?????? ????????? ??????? ??????? ?? ??????? ?????? ?????,,
reasons_for_debt,other,Other,????,,
,,,,,
borrow_money,shopkeeper,From the shop for basic needs,?? ????? ?? ?????? ?????? ??????,,
borrow_money,friends_relatives,Borrowing from Friends or relatives,?????? ????? ?? ????? ?? ???????,,
borrow_money,borrow_from_bank,Borrowing from the bank or financial istitution,?????? ????? ?? ????? ?? ??? ????? ?????,,
borrow_money,other,Other,????,,
,,,,,
place3,within_2km,Within 2 km,??? ????? 2 ??,,
place3,within_5km,Between 2-5 km away,??? 2 ??? 5 ??,,
place3,more_than5kmaway,More than 5 km,???? ????? ?? 5 ??,,
place3,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
place3,do_not_know,Do not know,?? ????,,
,,,,,
market_items,food_items,Basic food items,?????? ???????? ????????,,
market_items,Water,Water,???,,
