Location.ID,District,popgroup,Stratum,population
1310147,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,45
1310148,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,26
1310150,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,19
1310151,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,10
1310152,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,64
1310153,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,21
1310154,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,36
1310156,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,8
1310158,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,6
1310160,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,8
1310161,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,18
1310162,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,21
1310163,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,12
1310164,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,13
1310166,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,20
1310167,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,16
1310168,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,21
1310170,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,16
1310171,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,20
1310172,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,19
1310173,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,13
1310174,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,13
1310175,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,9
1310176,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,10
1310177,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,50
1310178,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,81
1310181,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,7
1310182,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,12
1310185,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,7
1310186,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,49
1310187,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,27
1310188,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,26
1310190,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,18
1310191,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,23
1310192,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,107
1310193,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,53
1310195,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,55
1310196,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,37
1310197,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,81
1310198,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,10
1310199,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,31
1310200,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,31
1310201,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,40
1310202,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,51
1310203,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,53
1310204,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,94
1310205,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,35
1310206,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,77
1310207,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,88
1310208,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,11
1310209,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,68
1310210,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,36
1310211,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,30
1310212,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,53
1310213,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,45
1310214,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,62
1310215,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,55
1310216,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,54
1310217,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,50
1310218,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,61
1310219,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,73
1310220,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,165
1310221,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,88
1310222,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,96
1310223,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,63
1310224,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,33
1310225,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,189
1310226,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,19
1310227,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,189
1310228,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,127
1310229,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,204
1310230,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,122
1310231,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,171
1310232,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,108
1310233,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,170
1310234,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,170
1310235,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,189
1310236,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,225
1310238,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,6
1310239,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,25
1310240,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,8
1310241,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,10
1310242,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,18
1310243,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,38
1310244,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,6
1310245,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,48
1310246,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,13
1310248,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,31
1310249,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,119
1310250,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,33
1310251,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,62
1310252,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,34
1310253,Al-Sulaymaniyah,idp,Al-Sulaymaniyah,20
2101002,Al-Kaim,idp,Al-Kaim,17
2101029,Al-Kaim,idp,Al-Kaim,36
2101032,Al-Kaim,idp,Al-Kaim,121
2101033,Al-Kaim,idp,Al-Kaim,45
2105002,Al-Falluja,idp,Al-Falluja,6
2105018,Al-Falluja,idp,Al-Falluja,51
2105019,Al-Falluja,idp,Al-Falluja,209
2105031,Al-Falluja,idp,Al-Falluja,84
2105043,Al-Falluja,idp,Al-Falluja,21
2105069,Al-Falluja,idp,Al-Falluja,100
2105070,Al-Falluja,idp,Al-Falluja,146
2105071,Al-Falluja,idp,Al-Falluja,265
2105073,Al-Falluja,idp,Al-Falluja,99
2105074,Al-Falluja,idp,Al-Falluja,102
2105075,Al-Falluja,idp,Al-Falluja,246
2105076,Al-Falluja,idp,Al-Falluja,196
2105077,Al-Falluja,idp,Al-Falluja,80
2105078,Al-Falluja,idp,Al-Falluja,79
2105088,Al-Falluja,idp,Al-Falluja,31
2106001,Haditha,idp,Haditha,15
2106011,Haditha,idp,Haditha,23
2106013,Haditha,idp,Haditha,24
2106017,Haditha,idp,Haditha,28
2106022,Haditha,idp,Haditha,14
2106023,Haditha,idp,Haditha,40
2106026,Haditha,idp,Haditha,20
2106028,Haditha,idp,Haditha,95
2106034,Haditha,idp,Haditha,26
2106038,Haditha,idp,Haditha,28
2106039,Haditha,idp,Haditha,28
2107013,Heet,idp,Heet,34
2107026,Heet,idp,Heet,24
2107027,Heet,idp,Heet,6
2107030,Heet,idp,Heet,15
2107031,Heet,idp,Heet,72
2107036,Heet,idp,Heet,10
2107045,Heet,idp,Heet,8
2107051,Heet,idp,Heet,13
2107053,Heet,idp,Heet,9
2107067,Heet,idp,Heet,94
2108001,Al-Ramadi,idp,Al-Ramadi,129
2108005,Al-Ramadi,idp,Al-Ramadi,98
2108006,Al-Ramadi,idp,Al-Ramadi,57
2108007,Al-Ramadi,idp,Al-Ramadi,24
2108011,Al-Ramadi,idp,Al-Ramadi,225
2108013,Al-Ramadi,idp,Al-Ramadi,12
2108017,Al-Ramadi,idp,Al-Ramadi,75
2108023,Al-Falluja,idp,Al-Falluja,8
2108024,Al-Ramadi,idp,Al-Ramadi,15
2108025,Al-Falluja,idp,Al-Falluja,20
2108027,Al-Ramadi,idp,Al-Ramadi,87
2108030,Al-Ramadi,idp,Al-Ramadi,140
2108061,Al-Falluja,idp,Al-Falluja,10
2202001,Al-Mussyab,idp,Al-Mussyab,95
2202002,Al-Mussyab,idp,Al-Mussyab,45
2202004,Al-Mussyab,idp,Al-Mussyab,65
2202005,Al-Mussyab,idp,Al-Mussyab,40
2202006,Al-Mussyab,idp,Al-Mussyab,25
2202007,Al-Mussyab,idp,Al-Mussyab,94
2202008,Al-Mussyab,idp,Al-Mussyab,34
2202015,Al-Mussyab,idp,Al-Mussyab,22
2202016,Al-Mussyab,idp,Al-Mussyab,53
2202017,Al-Mahmoudiya,idp,Al-Mahmoudiya,37
2202020,Al-Mussyab,idp,Al-Mussyab,9
2202023,Al-Mussyab,idp,Al-Mussyab,17
2202024,Al-Mussyab,idp,Al-Mussyab,102
2202025,Al-Mussyab,idp,Al-Mussyab,60
2202026,Al-Mussyab,idp,Al-Mussyab,235
2202027,Al-Mussyab,idp,Al-Mussyab,30
2202029,Al-Mussyab,idp,Al-Mussyab,77
2202030,Al-Mussyab,idp,Al-Mussyab,155
2202031,Al-Mussyab,idp,Al-Mussyab,145
2202033,Al-Mussyab,idp,Al-Mussyab,6
2202034,Al-Mussyab,idp,Al-Mussyab,25
2202035,Al-Mussyab,idp,Al-Mussyab,17
2202036,Al-Mussyab,idp,Al-Mussyab,88
2202037,Al-Mussyab,idp,Al-Mussyab,112
2202039,Al-Mussyab,idp,Al-Mussyab,15
2202040,Al-Mussyab,idp,Al-Mussyab,22
2202043,Al-Mussyab,idp,Al-Mussyab,22
2202045,Al-Mussyab,idp,Al-Mussyab,129
2202046,Al-Mussyab,idp,Al-Mussyab,7
2202048,Al-Mussyab,idp,Al-Mussyab,37
2202049,Al-Mussyab,idp,Al-Mussyab,18
2202050,Al-Mussyab,idp,Al-Mussyab,47
2202052,Al-Mussyab,idp,Al-Mussyab,110
2202055,Al-Mussyab,idp,Al-Mussyab,23
2202056,Al-Mussyab,idp,Al-Mussyab,32
2202058,Al-Mussyab,idp,Al-Mussyab,18
2202061,Al-Mussyab,idp,Al-Mussyab,103
2202063,Al-Mussyab,idp,Al-Mussyab,47
2202064,Al-Mussyab,idp,Al-Mussyab,65
2202066,Al-Mussyab,idp,Al-Mussyab,8
2202070,Al-Mussyab,idp,Al-Mussyab,8
2202071,Al-Mussyab,idp,Al-Mussyab,92
2202072,Al-Mussyab,idp,Al-Mussyab,33
2301001,Al-Kadhmiyah,idp,Al-Kadhmiyah,101
2301002,Al-Kadhmiyah,idp,Al-Kadhmiyah,21
2301003,Al-Kadhmiyah,idp,Al-Kadhmiyah,48
2301007,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2301009,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2301011,Al-Kadhmiyah,idp,Al-Kadhmiyah,25
2301012,Al-Kadhmiyah,idp,Al-Kadhmiyah,14
2301015,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2301016,Al-Kadhmiyah,idp,Al-Kadhmiyah,20
2301017,Al-Kadhmiyah,idp,Al-Kadhmiyah,12
2301018,Al-Kadhmiyah,idp,Al-Kadhmiyah,44
2301019,Al-Kadhmiyah,idp,Al-Kadhmiyah,45
2301020,Al-Kadhmiyah,idp,Al-Kadhmiyah,22
2301021,Al-Kadhmiyah,idp,Al-Kadhmiyah,22
2301022,Al-Kadhmiyah,idp,Al-Kadhmiyah,36
2301023,Al-Kadhmiyah,idp,Al-Kadhmiyah,36
2301024,Al-Kadhmiyah,idp,Al-Kadhmiyah,58
2301026,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2301027,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2301030,Al-Kadhmiyah,idp,Al-Kadhmiyah,13
2301031,Al-Kadhmiyah,idp,Al-Kadhmiyah,15
2301032,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2301034,Al-Kadhmiyah,idp,Al-Kadhmiyah,15
2301035,Al-Kadhmiyah,idp,Al-Kadhmiyah,30
2301036,Al-Kadhmiyah,idp,Al-Kadhmiyah,27
2301038,Al-Kadhmiyah,idp,Al-Kadhmiyah,27
2301039,Al-Kadhmiyah,idp,Al-Kadhmiyah,17
2301042,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2301043,Al-Kadhmiyah,idp,Al-Kadhmiyah,29
2301045,Al-Kadhmiyah,idp,Al-Kadhmiyah,25
2301047,Al-Kadhmiyah,idp,Al-Kadhmiyah,29
2301048,Al-Kadhmiyah,idp,Al-Kadhmiyah,91
2301049,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2301056,Al-Kadhmiyah,idp,Al-Kadhmiyah,6
2301057,Al-Kadhmiyah,idp,Al-Kadhmiyah,10
2301071,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2301073,Al-Kadhmiyah,idp,Al-Kadhmiyah,91
2301074,Al-Kadhmiyah,idp,Al-Kadhmiyah,62
2301075,Al-Kadhmiyah,idp,Al-Kadhmiyah,55
2302004,Al-Adhamiya,idp,Al-Adhamiya,21
2302005,Al-Adhamiya,idp,Al-Adhamiya,100
2302006,Al-Adhamiya,idp,Al-Adhamiya,85
2302007,Al-Adhamiya,idp,Al-Adhamiya,24
2302008,Al-Adhamiya,idp,Al-Adhamiya,24
2302010,Al-Adhamiya,idp,Al-Adhamiya,11
2302016,Al-Adhamiya,idp,Al-Adhamiya,6
2302017,Al-Adhamiya,idp,Al-Adhamiya,11
2302018,Al-Adhamiya,idp,Al-Adhamiya,7
2302034,Al-Adhamiya,idp,Al-Adhamiya,6
2302040,Al-Adhamiya,idp,Al-Adhamiya,7
2302041,Al-Adhamiya,idp,Al-Adhamiya,11
2302044,Al-Adhamiya,idp,Al-Adhamiya,30
2302045,Al-Adhamiya,idp,Al-Adhamiya,7
2302046,Al-Adhamiya,idp,Al-Adhamiya,7
2302049,Al-Adhamiya,idp,Al-Adhamiya,55
2302054,Al-Adhamiya,idp,Al-Adhamiya,12
2302056,Al-Adhamiya,idp,Al-Adhamiya,14
2302057,Al-Adhamiya,idp,Al-Adhamiya,13
2302060,Al-Adhamiya,idp,Al-Adhamiya,11
2302062,Al-Adhamiya,idp,Al-Adhamiya,38
2302063,Al-Adhamiya,idp,Al-Adhamiya,41
2302064,Al-Adhamiya,idp,Al-Adhamiya,42
2302066,Al-Adhamiya,idp,Al-Adhamiya,6
2302069,Al-Adhamiya,idp,Al-Adhamiya,6
2302074,Al-Adhamiya,idp,Al-Adhamiya,12
2302076,Al-Adhamiya,idp,Al-Adhamiya,10
2302077,Al-Adhamiya,idp,Al-Adhamiya,7
2302078,Al-Adhamiya,idp,Al-Adhamiya,11
2302080,Al-Adhamiya,idp,Al-Adhamiya,12
2302083,Al-Adhamiya,idp,Al-Adhamiya,62
2302088,Al-Adhamiya,idp,Al-Adhamiya,44
2302093,Al-Adhamiya,idp,Al-Adhamiya,21
2302096,Al-Adhamiya,idp,Al-Adhamiya,14
2302098,Al-Adhamiya,idp,Al-Adhamiya,16
2302099,Al-Adhamiya,idp,Al-Adhamiya,25
2302108,Al-Adhamiya,idp,Al-Adhamiya,6
2302113,Al-Adhamiya,idp,Al-Adhamiya,12
2302114,Al-Adhamiya,idp,Al-Adhamiya,25
2302115,Al-Kadhmiyah,idp,Al-Kadhmiyah,50
2302116,Al-Adhamiya,idp,Al-Adhamiya,30
2305017,Al-Risafa,idp,Al-Risafa,8
2305018,Al-Risafa,idp,Al-Risafa,9
2305021,Al-Risafa,idp,Al-Risafa,8
2305025,Al-Risafa,idp,Al-Risafa,9
2305027,Al-Risafa,idp,Al-Risafa,7
2305030,Al-Risafa,idp,Al-Risafa,8
2305031,Al-Risafa,idp,Al-Risafa,6
2305032,Al-Risafa,idp,Al-Risafa,6
2305034,Al-Risafa,idp,Al-Risafa,6
2305035,Al-Risafa,idp,Al-Risafa,7
2305036,Al-Risafa,idp,Al-Risafa,7
2305039,Al-Adhamiya,idp,Al-Adhamiya,9
2305040,Al-Risafa,idp,Al-Risafa,8
2305042,Al-Risafa,idp,Al-Risafa,8
2305043,Al-Risafa,idp,Al-Risafa,7
2305044,Al-Risafa,idp,Al-Risafa,7
2305045,Al-Risafa,idp,Al-Risafa,6
2305047,Al-Risafa,idp,Al-Risafa,7
2305048,Al-Risafa,idp,Al-Risafa,7
2305049,Al-Risafa,idp,Al-Risafa,6
2305054,Al-Risafa,idp,Al-Risafa,13
2305055,Al-Risafa,idp,Al-Risafa,13
2305056,Al-Risafa,idp,Al-Risafa,12
2305057,Al-Risafa,idp,Al-Risafa,10
2305058,Al-Risafa,idp,Al-Risafa,11
2305059,Al-Risafa,idp,Al-Risafa,10
2305060,Al-Risafa,idp,Al-Risafa,9
2305061,Al-Risafa,idp,Al-Risafa,10
2305062,Al-Risafa,idp,Al-Risafa,7
2305065,Al-Risafa,idp,Al-Risafa,6
2305068,Al-Risafa,idp,Al-Risafa,6
2305069,Al-Risafa,idp,Al-Risafa,7
2305072,Al-Risafa,idp,Al-Risafa,7
2305073,Al-Risafa,idp,Al-Risafa,37
2305078,Al-Risafa,idp,Al-Risafa,6
2305080,Al-Risafa,idp,Al-Risafa,8
2305089,Al-Risafa,idp,Al-Risafa,6
2305090,Al-Risafa,idp,Al-Risafa,7
2305091,Al-Risafa,idp,Al-Risafa,6
2305092,Al-Risafa,idp,Al-Risafa,9
2305093,Al-Risafa,idp,Al-Risafa,6
2305096,Al-Risafa,idp,Al-Risafa,9
2305097,Al-Risafa,idp,Al-Risafa,6
2305098,Al-Risafa,idp,Al-Risafa,7
2305099,Al-Risafa,idp,Al-Risafa,6
2305101,Al-Risafa,idp,Al-Risafa,7
2305102,Al-Risafa,idp,Al-Risafa,10
2305106,Al-Risafa,idp,Al-Risafa,6
2305107,Al-Risafa,idp,Al-Risafa,7
2305108,Al-Risafa,idp,Al-Risafa,7
2305113,Al-Risafa,idp,Al-Risafa,7
2305114,Al-Risafa,idp,Al-Risafa,7
2305115,Al-Risafa,idp,Al-Risafa,6
2305116,Al-Risafa,idp,Al-Risafa,6
2305118,Al-Risafa,idp,Al-Risafa,10
2305120,Al-Risafa,idp,Al-Risafa,6
2305121,Al-Risafa,idp,Al-Risafa,9
2305124,Al-Risafa,idp,Al-Risafa,18
2305128,Al-Risafa,idp,Al-Risafa,6
2305132,Al-Risafa,idp,Al-Risafa,8
2305134,Al-Risafa,idp,Al-Risafa,8
2305141,Al-Risafa,idp,Al-Risafa,9
2305142,Al-Risafa,idp,Al-Risafa,8
2306001,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306008,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306009,Al-Kadhmiyah,idp,Al-Kadhmiyah,14
2306013,Al-Kadhmiyah,idp,Al-Kadhmiyah,10
2306015,Al-Kadhmiyah,idp,Al-Kadhmiyah,6
2306016,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306017,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2306018,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306020,Al-Kadhmiyah,idp,Al-Kadhmiyah,13
2306021,Al-Kadhmiyah,idp,Al-Kadhmiyah,11
2306022,Al-Kadhmiyah,idp,Al-Kadhmiyah,10
2306023,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306027,Al-Kadhmiyah,idp,Al-Kadhmiyah,6
2306032,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2306033,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306034,Al-Falluja,idp,Al-Falluja,6
2306035,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306036,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2306038,Al-Kadhmiyah,idp,Al-Kadhmiyah,10
2306039,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306041,Al-Kadhmiyah,idp,Al-Kadhmiyah,6
2306043,Al-Karkh,idp,Al-Karkh,15
2306045,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306048,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306059,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306063,Al-Kadhmiyah,idp,Al-Kadhmiyah,14
2306064,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2306065,Al-Kadhmiyah,idp,Al-Kadhmiyah,10
2306073,Al-Kadhmiyah,idp,Al-Kadhmiyah,11
2306074,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2306075,Al-Kadhmiyah,idp,Al-Kadhmiyah,17
2306076,Al-Kadhmiyah,idp,Al-Kadhmiyah,13
2306078,Al-Kadhmiyah,idp,Al-Kadhmiyah,15
2306079,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306082,Al-Kadhmiyah,idp,Al-Kadhmiyah,14
2306086,Al-Kadhmiyah,idp,Al-Kadhmiyah,6
2306087,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2306088,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306089,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306092,Al-Karkh,idp,Al-Karkh,9
2306094,Al-Kadhmiyah,idp,Al-Kadhmiyah,12
2306095,Al-Kadhmiyah,idp,Al-Kadhmiyah,15
2306096,Al-Kadhmiyah,idp,Al-Kadhmiyah,12
2306097,Al-Kadhmiyah,idp,Al-Kadhmiyah,15
2306098,Al-Kadhmiyah,idp,Al-Kadhmiyah,14
2306099,Al-Kadhmiyah,idp,Al-Kadhmiyah,24
2306100,Al-Kadhmiyah,idp,Al-Kadhmiyah,17
2306102,Al-Kadhmiyah,idp,Al-Kadhmiyah,10
2306103,Al-Kadhmiyah,idp,Al-Kadhmiyah,11
2306104,Al-Kadhmiyah,idp,Al-Kadhmiyah,17
2306105,Al-Kadhmiyah,idp,Al-Kadhmiyah,6
2306106,Al-Kadhmiyah,idp,Al-Kadhmiyah,38
2306107,Al-Kadhmiyah,idp,Al-Kadhmiyah,11
2306108,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306109,Al-Kadhmiyah,idp,Al-Kadhmiyah,10
2306111,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2306113,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306115,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306116,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2306117,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2306118,Al-Kadhmiyah,idp,Al-Kadhmiyah,9
2307002,Al-Mahmoudiya,idp,Al-Mahmoudiya,12
2307003,Al-Mahmoudiya,idp,Al-Mahmoudiya,12
2307004,Al-Karkh,idp,Al-Karkh,10
2307006,Al-Karkh,idp,Al-Karkh,7
2307007,Al-Karkh,idp,Al-Karkh,8
2307008,Al-Karkh,idp,Al-Karkh,8
2307009,Al-Karkh,idp,Al-Karkh,9
2307010,Al-Karkh,idp,Al-Karkh,43
2307011,Al-Karkh,idp,Al-Karkh,34
2307012,Al-Karkh,idp,Al-Karkh,35
2307013,Al-Karkh,idp,Al-Karkh,34
2307014,Al-Kadhmiyah,idp,Al-Kadhmiyah,34
2307015,Al-Karkh,idp,Al-Karkh,25
2307016,Al-Karkh,idp,Al-Karkh,17
2307017,Al-Karkh,idp,Al-Karkh,19
2307018,Al-Karkh,idp,Al-Karkh,25
2307020,Al-Karkh,idp,Al-Karkh,34
2307025,Al-Karkh,idp,Al-Karkh,227
2307026,Al-Karkh,idp,Al-Karkh,29
2307027,Al-Karkh,idp,Al-Karkh,53
2307028,Al-Karkh,idp,Al-Karkh,133
2307029,Al-Karkh,idp,Al-Karkh,107
2307030,Al-Karkh,idp,Al-Karkh,98
2307031,Al-Karkh,idp,Al-Karkh,56
2307032,Al-Karkh,idp,Al-Karkh,12
2307033,Al-Karkh,idp,Al-Karkh,16
2307034,Al-Karkh,idp,Al-Karkh,22
2307035,Al-Karkh,idp,Al-Karkh,40
2307036,Al-Karkh,idp,Al-Karkh,6
2307037,Al-Karkh,idp,Al-Karkh,79
2307038,Al-Karkh,idp,Al-Karkh,132
2307039,Al-Mahmoudiya,idp,Al-Mahmoudiya,9
2307041,Al-Karkh,idp,Al-Karkh,12
2307042,Al-Karkh,idp,Al-Karkh,10
2307043,Al-Karkh,idp,Al-Karkh,12
2307044,Al-Karkh,idp,Al-Karkh,11
2307045,Al-Karkh,idp,Al-Karkh,8
2307046,Al-Karkh,idp,Al-Karkh,8
2307047,Al-Karkh,idp,Al-Karkh,19
2307048,Al-Karkh,idp,Al-Karkh,33
2307049,Al-Karkh,idp,Al-Karkh,18
2307050,Al-Mahmoudiya,idp,Al-Mahmoudiya,23
2307051,Al-Karkh,idp,Al-Karkh,14
2307054,Al-Karkh,idp,Al-Karkh,10
2307055,Al-Karkh,idp,Al-Karkh,27
2307056,Al-Karkh,idp,Al-Karkh,20
2307058,Al-Mahmoudiya,idp,Al-Mahmoudiya,8
2307061,Al-Karkh,idp,Al-Karkh,30
2307062,Al-Kadhmiyah,idp,Al-Kadhmiyah,8
2307063,Al-Karkh,idp,Al-Karkh,174
2307064,Al-Karkh,idp,Al-Karkh,209
2307066,Al-Karkh,idp,Al-Karkh,48
2307067,Al-Karkh,idp,Al-Karkh,75
2307068,Al-Karkh,idp,Al-Karkh,48
2307069,Al-Karkh,idp,Al-Karkh,43
2307070,Al-Karkh,idp,Al-Karkh,49
2307071,Al-Karkh,idp,Al-Karkh,13
2307073,Al-Karkh,idp,Al-Karkh,24
2307076,Al-Karkh,idp,Al-Karkh,17
2307077,Al-Karkh,idp,Al-Karkh,14
2307093,Al-Mahmoudiya,idp,Al-Mahmoudiya,114
2307096,Al-Karkh,idp,Al-Karkh,6
2307097,Al-Karkh,idp,Al-Karkh,156
2307098,Al-Karkh,idp,Al-Karkh,104
2307099,Al-Karkh,idp,Al-Karkh,252
2307100,Al-Karkh,idp,Al-Karkh,146
2307101,Al-Karkh,idp,Al-Karkh,73
2307102,Al-Karkh,idp,Al-Karkh,68
2307105,Al-Karkh,idp,Al-Karkh,20
2307107,Al-Karkh,idp,Al-Karkh,33
2307108,Al-Karkh,idp,Al-Karkh,37
2307109,Al-Karkh,idp,Al-Karkh,26
2307110,Al-Karkh,idp,Al-Karkh,22
2307118,Al-Karkh,idp,Al-Karkh,35
2307122,Al-Mahmoudiya,idp,Al-Mahmoudiya,25
2307124,Al-Risafa,idp,Al-Risafa,28
2307128,Al-Karkh,idp,Al-Karkh,10
2307130,Al-Karkh,idp,Al-Karkh,9
2307131,Al-Karkh,idp,Al-Karkh,16
2307132,Al-Karkh,idp,Al-Karkh,46
2307133,Al-Kadhmiyah,idp,Al-Kadhmiyah,15
2307135,Al-Mahmoudiya,idp,Al-Mahmoudiya,29
2307137,Al-Karkh,idp,Al-Karkh,56
2307140,Al-Karkh,idp,Al-Karkh,27
2307141,Al-Karkh,idp,Al-Karkh,25
2307142,Al-Karkh,idp,Al-Karkh,28
2307145,Al-Kadhmiyah,idp,Al-Kadhmiyah,7
2307147,Al-Mahmoudiya,idp,Al-Mahmoudiya,12
